region,household_size,household_income,electricity_use,electricity_cost,ng_use,ng_cost,total_energy_use,total_energy_cost
MIDWEST,2,12,76042.87,3206.73,942.37,751.89,172164.27,3958.62
WEST,3,13,53120.04,1707.03,0.00,0.00,53120.04,1707.03
MIDWEST,1,14,33081.57,1127.83,791.56,1004.49,115264.17,2130.82
MIDWEST,1,11,50353.02,1491.62,0.00,0.00,50353.02,1491.62
SOUTH,2,11,46226.59,1596.56,0.00,0.00,46226.59,1596.56
NE,3,13,37704.38,1206.66,0.00,0.00,37704.38,1206.66
SOUTH,2,13,48321.14,1582.61,0.00,0.00,48407.55,1584.63
SOUTH,3,15,97480.47,3483.90,0.00,0.00,97480.47,3483.90
NE,4,12,12332.74,828.18,386.88,654.12,51377.28,1482.30
MIDWEST,1,4,21768.80,894.75,0.00,0.00,21768.80,894.75
SOUTH,3,14,45327.00,1726.02,429.79,602.19,89908.47,2328.21
SOUTH,2,9,47060.25,1573.33,206.02,226.93,68057.73,1800.26
MIDWEST,2,14,54176.95,2210.84,809.93,642.54,135720.29,2853.38
WEST,1,11,15392.82,469.06,948.94,526.09,98188.90,995.15
SOUTH,3,15,21265.03,922.84,0.00,0.00,21265.03,922.84
SOUTH,3,14,30814.58,1601.04,682.70,774.89,99272.82,2375.93
SOUTH,2,9,30996.63,1007.91,28.06,70.18,33868.94,1078.09
MIDWEST,4,15,32528.28,1341.06,0.00,0.00,108398.30,2458.64
SOUTH,2,8,36471.57,1439.37,0.00,0.00,36471.57,1439.37
SOUTH,4,16,64041.37,2009.77,0.00,0.00,64041.37,2009.77
SOUTH,2,1,54818.93,2022.75,0.00,0.00,54818.93,2022.75
NE,1,16,17054.25,1126.44,0.00,0.00,74270.48,2057.47
SOUTH,3,15,62912.79,1990.84,0.00,0.00,62912.79,1990.84
WEST,2,12,53181.25,2465.17,0.00,0.00,53181.25,2465.17
NE,1,16,7323.09,236.37,585.31,1047.07,67388.88,1283.44
SOUTH,2,7,49042.27,1782.65,0.00,0.00,49042.27,1782.65
MIDWEST,1,14,58857.69,2054.72,206.79,194.37,79399.81,2249.09
SOUTH,1,6,22585.34,595.98,796.97,511.70,103667.20,1107.68
SOUTH,1,15,15798.25,480.55,0.00,0.00,32259.27,869.05
WEST,2,15,58067.15,2059.08,181.35,163.97,74156.19,2223.05
NE,2,14,25026.16,1034.67,0.00,0.00,25026.16,1034.67
SOUTH,2,9,41355.89,1182.42,0.00,0.00,41355.89,1182.42
SOUTH,2,15,28982.82,1001.36,469.24,325.44,77290.76,1326.80
SOUTH,4,11,48043.22,1844.13,913.85,1116.16,140643.78,2960.29
WEST,2,16,8864.39,919.55,0.00,0.00,8864.39,919.55
SOUTH,4,1,31455.04,1065.42,0.00,0.00,34939.57,1140.79
WEST,4,16,16708.48,1114.93,349.58,508.80,51261.64,1623.73
WEST,1,11,24012.94,1141.14,144.68,308.38,37458.98,1449.52
NE,4,15,38787.23,1354.02,0.00,0.00,69138.96,1937.00
MIDWEST,1,6,16262.19,648.74,595.65,680.94,78021.75,1329.68
SOUTH,1,7,43978.56,1357.57,0.00,0.00,43978.56,1357.57
MIDWEST,3,14,48746.41,2238.79,1069.21,705.18,159447.97,2943.97
SOUTH,4,12,42571.69,1687.82,503.62,669.70,92582.20,2357.52
SOUTH,3,14,52820.47,1427.09,462.40,671.12,99370.06,2098.21
SOUTH,1,13,36027.08,1239.34,839.02,896.92,121786.86,2136.26
NE,1,8,7330.67,362.84,272.14,410.18,35489.03,773.02
WEST,4,14,33230.36,1194.29,604.32,537.60,86368.60,1731.89
WEST,1,5,9239.92,442.92,147.27,181.12,24285.40,624.04
SOUTH,1,12,11882.72,559.71,348.86,508.39,47176.85,1068.10
WEST,1,7,6134.43,474.82,228.41,396.94,29268.73,871.76
SOUTH,5,10,54652.41,2351.46,0.00,0.00,150982.85,4385.04
SOUTH,2,15,41995.00,1291.85,1056.95,960.60,148014.88,2252.45
NE,2,15,21079.60,1196.67,884.51,1228.38,111874.99,2425.05
SOUTH,3,1,19879.70,774.87,556.78,584.19,76568.61,1359.06
NE,2,16,39597.75,2967.03,50.84,296.84,95095.12,4355.87
WEST,1,12,18319.09,600.33,0.00,0.00,18319.09,600.33
SOUTH,3,15,22355.83,799.25,496.80,690.25,74016.93,1489.50
MIDWEST,4,16,144588.74,6653.96,362.89,521.32,182099.97,7175.28
NE,3,16,27079.40,1152.12,898.52,925.78,118427.05,2077.90
WEST,3,9,16451.30,56.73,1195.41,951.82,118160.78,1008.55
MIDWEST,2,5,20263.00,707.36,1045.41,1059.86,129433.82,1767.22
WEST,2,16,26696.75,777.32,586.64,742.83,89633.36,1520.15
SOUTH,2,13,35629.69,1437.93,0.00,0.00,35629.69,1437.93
MIDWEST,2,13,24599.97,1062.60,942.38,687.22,120091.31,1749.82
SOUTH,1,13,35891.09,1508.89,353.69,337.07,71843.97,1845.96
WEST,1,15,32159.51,2354.23,947.37,1971.47,124046.06,4325.70
MIDWEST,3,16,38341.96,1350.11,1073.69,648.13,145662.82,1998.24
SOUTH,1,13,26868.05,885.95,331.90,511.04,60268.16,1396.99
SOUTH,4,10,30274.18,912.70,306.69,231.60,60961.32,1143.32
SOUTH,1,14,38190.81,1541.24,738.94,845.27,114019.97,2386.51
WEST,6,15,16135.44,559.52,867.70,1283.21,103705.21,1842.73
WEST,3,16,27039.03,1551.28,548.64,972.57,83277.86,2523.85
MIDWEST,2,11,24090.40,1200.36,422.53,343.85,66767.77,1544.21
WEST,1,6,10338.40,552.22,115.77,192.98,22240.77,745.20
MIDWEST,2,15,64248.11,1700.16,554.36,668.16,120779.88,2368.32
SOUTH,1,14,20883.71,767.76,10.23,18.28,21938.28,786.04
SOUTH,1,11,34249.00,903.49,336.15,399.03,67803.10,1302.52
WEST,3,8,16308.52,1435.66,0.00,0.00,16308.52,1435.66
WEST,2,14,20262.82,215.73,140.13,279.44,33561.93,495.17
MIDWEST,2,15,31708.12,1188.64,1105.42,922.82,145586.94,2111.46
MIDWEST,1,15,28183.96,915.28,588.80,588.77,88294.55,1504.05
SOUTH,2,9,18328.16,712.72,0.00,0.00,18328.16,712.72
WEST,2,16,32678.08,1295.20,760.65,462.75,100858.35,1757.95
WEST,1,9,11334.74,803.18,185.15,288.77,30374.56,1091.95
SOUTH,5,16,92729.40,2765.89,474.77,887.50,141348.55,3653.39
WEST,1,10,10486.58,512.19,0.00,0.00,10486.58,512.19
WEST,5,14,59038.57,3693.37,0.00,0.00,83446.49,4405.17
MIDWEST,3,1,62929.06,2084.52,0.00,0.00,62929.06,2084.52
SOUTH,3,16,46827.72,1679.67,0.00,0.00,131258.70,3505.53
SOUTH,4,15,80766.98,2626.28,6.39,18.51,81420.87,2644.79
WEST,1,11,46959.76,2091.29,300.49,489.06,75166.14,2580.35
MIDWEST,2,11,30949.46,1528.67,0.00,0.00,98078.40,2517.32
WEST,3,13,26208.32,1244.36,1178.38,567.53,123755.62,1811.89
SOUTH,1,14,21830.89,692.77,0.00,0.00,21830.89,692.77
NE,4,10,24347.42,1956.43,1378.99,1733.74,166029.97,3690.17
WEST,6,15,21417.85,380.11,659.84,357.65,78296.38,737.76
MIDWEST,4,14,25532.97,1222.89,732.94,657.50,100264.27,1880.39
MIDWEST,4,13,25317.81,905.17,0.00,0.00,25317.81,905.17
NE,1,4,15088.60,1264.70,433.07,860.62,59766.28,2125.32
SOUTH,1,13,13674.82,573.45,771.37,629.19,91113.22,1202.64
SOUTH,2,15,49057.78,1696.26,0.00,0.00,49057.78,1696.26
WEST,1,5,29724.08,975.94,731.52,444.54,94772.10,1420.48
SOUTH,2,4,18628.18,660.96,233.65,338.26,42876.42,999.22
SOUTH,2,9,55496.34,1671.33,13.13,16.68,58301.40,1723.22
NE,1,9,23586.77,999.99,0.00,0.00,110062.08,3047.64
SOUTH,3,9,57188.06,2037.07,0.00,0.00,57188.06,2037.07
WEST,6,16,63465.06,3972.34,2261.30,2446.16,285939.47,6418.50
SOUTH,2,13,46223.92,1534.12,15.99,21.82,47873.39,1555.94
WEST,4,16,19497.56,1201.24,302.13,387.63,49605.80,1588.87
MIDWEST,1,5,10368.15,420.94,785.44,771.86,90686.36,1192.80
MIDWEST,4,15,65252.46,2370.36,0.00,0.00,65252.46,2370.36
WEST,4,14,43094.49,3576.20,0.00,0.00,43094.49,3576.20
NE,1,14,16991.36,1132.36,905.87,1320.71,110072.32,2453.07
WEST,1,9,11274.07,816.59,313.77,335.87,43380.64,1152.46
SOUTH,2,14,81767.33,2567.07,0.00,0.00,81767.33,2567.07
SOUTH,3,14,38012.42,1195.48,0.00,0.00,38012.42,1195.48
MIDWEST,2,15,59953.17,1731.25,441.40,485.69,103245.36,2216.94
WEST,1,11,12120.00,449.11,82.85,131.35,20256.38,580.46
SOUTH,4,9,48116.26,1527.92,0.00,0.00,48116.26,1527.92
SOUTH,3,14,66780.03,1853.43,0.00,0.00,66780.03,1853.43
WEST,2,15,26344.88,1630.70,667.51,1306.66,95110.69,2937.36
NE,2,16,30864.03,1077.43,0.00,0.00,127254.80,3753.49
NE,1,16,32870.35,1281.35,1302.08,1106.27,167229.21,2387.62
WEST,3,14,16665.00,571.29,324.48,468.74,51579.30,1040.03
WEST,3,16,53600.67,4164.30,350.97,465.25,89428.34,4629.55
WEST,4,14,24866.28,1306.38,277.89,354.88,52246.91,1661.26
MIDWEST,4,16,44844.35,1743.60,669.62,699.49,111281.09,2443.09
SOUTH,2,7,21868.91,754.78,0.00,0.00,21868.91,754.78
WEST,1,7,13859.78,593.97,622.04,535.70,68995.46,1129.67
SOUTH,1,7,52180.79,1678.82,11.04,14.19,53301.09,1693.01
SOUTH,7,3,48740.93,1623.59,0.00,0.00,48740.93,1623.59
MIDWEST,3,9,34789.98,1350.80,0.00,0.00,85154.50,2341.10
NE,2,16,22583.67,967.89,1326.81,1116.38,152596.11,2084.27
WEST,3,15,15705.45,970.10,126.39,200.33,28676.81,1170.43
MIDWEST,4,16,51299.97,1958.10,964.47,916.17,146665.56,2874.27
SOUTH,2,5,23880.24,948.42,77.64,164.70,31813.35,1113.12
WEST,4,14,74804.02,2261.93,0.00,0.00,74804.02,2261.93
MIDWEST,1,14,36319.87,982.72,1596.51,879.11,197341.42,1861.83
WEST,2,12,26837.39,998.24,0.00,0.00,26837.39,998.24
MIDWEST,2,2,71351.49,2075.88,0.00,0.00,71351.49,2075.88
MIDWEST,1,12,21654.42,944.85,787.19,1092.57,101453.32,2037.42
WEST,6,1,34764.36,1281.24,395.66,453.26,72656.32,1734.50
SOUTH,1,14,24623.82,819.98,100.52,262.61,34933.40,1082.59
MIDWEST,2,9,10699.56,349.86,315.61,387.68,43772.15,737.54
SOUTH,1,8,10662.85,438.41,374.15,430.84,47668.09,869.25
WEST,2,12,33258.48,1908.10,537.80,952.15,87891.16,2860.25
WEST,2,7,11236.02,411.22,771.28,615.78,76006.57,1027.00
WEST,2,16,12682.22,483.08,636.99,450.51,66780.16,933.59
SOUTH,2,8,32915.34,1362.43,0.00,0.00,32915.34,1362.43
NE,2,11,35605.31,1375.55,0.00,0.00,113669.29,2872.19
SOUTH,1,1,32820.22,1262.60,276.59,327.77,61411.80,1590.37
SOUTH,1,15,20514.02,763.96,282.35,422.28,48365.20,1186.24
SOUTH,5,5,29617.57,990.18,0.00,0.00,55555.05,1503.09
WEST,2,16,25446.35,1548.99,2034.24,2225.61,224846.93,3774.60
SOUTH,1,10,81506.92,2194.64,1289.12,839.65,212722.35,3034.29
MIDWEST,2,13,47031.14,1797.88,0.00,0.00,88037.67,2647.23
NE,6,14,66492.01,2984.91,0.00,0.00,98509.28,3478.33
NE,1,13,13032.43,1133.71,300.53,1488.22,43992.48,2621.93
NE,2,11,20344.33,991.11,878.92,1378.46,110873.16,2369.57
SOUTH,4,14,67414.65,1933.77,793.47,931.83,147952.20,2865.60
WEST,4,2,53186.11,1998.64,0.00,0.00,53186.11,1998.64
WEST,3,14,18323.67,526.49,555.02,374.13,67592.08,900.62
WEST,3,16,44702.84,2564.69,608.85,1104.00,107276.96,3668.69
MIDWEST,4,14,27670.76,1081.10,915.50,738.13,121515.14,1819.23
WEST,2,14,33589.97,998.12,258.51,312.39,61277.70,1310.51
NE,3,16,56270.90,2790.23,1166.53,2113.74,175337.55,4903.97
SOUTH,2,16,80355.08,2750.37,0.00,0.00,80355.08,2750.37
SOUTH,1,12,69491.98,2425.07,0.00,0.00,69491.98,2425.07
NE,2,16,25017.22,1236.22,801.44,1115.34,107933.79,2351.56
SOUTH,2,14,22550.89,709.50,46.07,116.24,27133.77,825.74
SOUTH,2,7,43315.80,1168.69,313.10,586.68,75249.34,1755.37
WEST,1,15,12699.71,749.53,96.59,161.80,22666.81,911.33
NE,2,14,32976.72,1284.25,1039.17,823.51,136683.41,2107.76
WEST,2,12,35639.42,1055.16,1122.86,629.75,140746.40,1684.91
SOUTH,1,14,38178.09,1468.17,0.00,0.00,38178.09,1468.17
MIDWEST,1,15,20818.35,694.03,735.60,427.51,93970.26,1121.54
NE,1,15,25534.81,964.83,0.00,0.00,60621.79,1681.48
MIDWEST,1,14,47893.87,1958.88,0.00,0.00,119505.24,2979.64
SOUTH,2,9,37705.23,1392.21,641.90,827.96,102195.25,2220.17
SOUTH,2,14,83241.51,2462.63,0.00,0.00,83241.51,2462.63
SOUTH,3,5,33781.54,962.83,451.62,500.33,78909.85,1463.16
WEST,2,9,30497.92,1293.88,326.92,307.60,58282.85,1601.48
SOUTH,2,16,42741.60,215.84,172.04,331.40,59952.14,547.24
NE,1,10,20934.09,1391.42,0.00,0.00,20934.09,1391.42
SOUTH,1,13,25207.46,1136.50,0.00,0.00,25207.46,1136.50
MIDWEST,2,9,14119.64,847.35,906.71,569.70,107827.23,1417.05
WEST,3,13,21320.72,1323.62,408.41,521.05,61417.53,1844.67
SOUTH,1,5,36819.09,1030.92,0.00,0.00,36819.09,1030.92
MIDWEST,1,11,26927.14,1846.22,947.21,801.39,123731.22,2647.61
NE,3,16,55927.60,2305.93,849.59,916.47,143969.55,3222.40
MIDWEST,2,14,50738.87,1291.55,411.19,464.39,92728.66,1755.94
SOUTH,1,9,26733.63,940.46,0.00,0.00,26733.63,940.46
WEST,1,12,29957.49,919.94,0.00,0.00,29957.49,919.94
SOUTH,2,9,29935.38,1218.20,23.61,29.64,35241.60,1318.33
SOUTH,1,6,18947.88,760.43,839.51,1042.13,103150.83,1802.56
NE,1,11,17758.90,901.94,872.27,828.21,105597.09,1730.15
SOUTH,3,15,49109.12,655.33,0.00,0.00,49109.12,655.33
NE,1,12,6666.49,449.22,118.62,182.42,18836.82,631.64
WEST,3,16,16422.34,942.18,353.35,564.47,52642.71,1506.65
SOUTH,2,7,27863.39,1062.81,0.00,0.00,27863.39,1062.81
SOUTH,2,10,42326.68,1384.55,0.00,0.00,42326.68,1384.55
MIDWEST,2,13,75650.90,2011.76,0.00,0.00,75650.90,2011.76
SOUTH,2,14,30340.84,1304.97,391.10,631.39,69249.73,1936.36
SOUTH,1,15,38782.54,1447.22,0.00,0.00,38782.54,1447.22
MIDWEST,2,13,55423.72,1725.08,0.00,0.00,139530.66,2866.25
SOUTH,3,3,26218.98,876.56,0.00,0.00,26218.98,876.56
NE,2,14,30857.26,1624.72,550.32,651.33,86801.63,2276.05
SOUTH,1,13,70092.93,2380.00,611.64,875.94,134018.19,3255.94
SOUTH,1,16,51226.94,1864.97,0.00,0.00,63741.53,2382.95
SOUTH,2,5,35760.78,1205.55,0.00,0.00,142809.98,3520.86
NE,2,15,28467.92,1984.85,0.00,0.00,158988.76,3903.59
SOUTH,4,16,63674.28,2128.77,0.00,0.00,63674.28,2128.77
SOUTH,2,9,39377.90,1502.25,0.00,0.00,75362.71,2347.92
SOUTH,4,16,60833.80,1978.12,196.97,446.88,80985.96,2425.00
SOUTH,1,2,15989.73,452.93,0.00,0.00,15989.73,452.93
WEST,3,16,15627.60,930.27,702.84,1073.82,88196.67,2004.09
WEST,5,12,30288.63,1737.72,407.75,568.63,72338.96,2306.35
MIDWEST,7,16,121097.39,2611.34,0.00,0.00,121097.39,2611.34
SOUTH,2,10,37620.06,1111.55,460.94,495.89,82894.21,1607.44
SOUTH,2,1,39484.85,1326.02,812.63,724.47,121662.76,2050.49
MIDWEST,3,10,31654.52,962.44,519.61,597.33,84015.91,1559.77
MIDWEST,2,16,53669.87,1659.21,1059.86,970.11,160090.61,2629.32
MIDWEST,1,14,82435.39,2645.56,0.00,0.00,173118.59,3875.95
NE,2,11,18064.67,1043.49,1668.77,1282.97,191326.94,2326.46
SOUTH,5,12,72177.36,2808.73,0.00,0.00,72177.36,2808.73
SOUTH,1,4,20452.96,541.46,0.00,0.00,20452.96,541.46
WEST,1,11,28736.00,1216.67,0.00,0.00,28736.00,1216.67
MIDWEST,6,15,51112.58,2702.98,960.68,800.38,150542.02,3503.36
MIDWEST,2,15,50565.81,1373.65,888.44,456.67,142451.39,1830.32
MIDWEST,4,15,31079.88,1188.82,561.50,518.07,88603.00,1706.89
SOUTH,4,16,40744.07,1267.15,355.56,467.75,76232.89,1734.90
MIDWEST,3,1,21027.04,915.38,0.00,0.00,21027.04,915.38
NE,3,16,52440.08,3393.75,1556.47,2627.23,212007.40,6020.98
SOUTH,1,15,36460.85,1163.11,365.39,417.71,72941.82,1580.82
SOUTH,4,16,88967.34,3518.40,381.20,531.75,127025.14,4050.15
MIDWEST,3,9,35302.40,1196.26,661.90,468.57,103685.07,1664.83
WEST,4,15,27302.29,1083.44,1074.63,567.89,114827.86,1651.33
SOUTH,3,7,85186.46,3588.38,0.00,0.00,85186.46,3588.38
SOUTH,4,16,77322.25,2471.16,0.00,0.00,77322.25,2471.16
SOUTH,2,11,54506.65,1817.06,0.00,0.00,54506.65,1817.06
NE,1,11,6464.92,251.59,0.00,0.00,6464.92,251.59
MIDWEST,2,16,30199.22,1339.94,1162.99,1007.61,144782.71,2347.55
SOUTH,2,13,25157.39,871.01,102.24,129.40,35717.12,1000.41
WEST,1,11,4924.59,282.53,146.34,248.80,19948.82,531.33
MIDWEST,1,2,20026.39,960.79,0.00,0.00,20026.39,960.79
SOUTH,2,15,141766.55,3781.56,0.00,0.00,190191.86,4925.74
WEST,1,11,13921.47,525.16,818.33,572.01,89512.71,1097.17
NE,4,15,73537.56,3185.63,2260.34,2436.08,307025.33,5621.71
MIDWEST,2,13,46521.01,1687.72,1078.40,913.74,157225.42,2601.46
SOUTH,3,15,18567.41,620.83,0.00,0.00,18567.41,620.83
SOUTH,1,2,32898.59,1069.73,0.00,0.00,32898.59,1069.73
SOUTH,2,13,47457.80,1553.61,0.00,0.00,47457.80,1553.61
SOUTH,2,11,76503.24,2768.89,0.00,0.00,84924.63,2951.03
WEST,2,7,79203.88,3231.31,0.00,0.00,88914.09,3474.56
NE,1,15,20165.26,838.12,1051.90,770.61,126262.32,1608.73
SOUTH,2,16,28825.21,983.73,0.00,0.00,28825.21,983.73
MIDWEST,1,15,11707.15,607.51,302.17,441.18,42136.40,1048.69
WEST,6,14,42297.13,3598.66,0.00,0.00,42297.13,3598.66
WEST,5,15,48079.09,1719.55,690.74,662.73,113037.10,2382.28
WEST,1,14,61565.45,1749.10,0.00,0.00,105943.36,2404.97
SOUTH,5,7,60544.51,1656.49,446.34,519.84,106039.04,2176.33
WEST,6,16,39278.82,1439.61,1075.97,892.51,134587.49,2332.12
SOUTH,2,15,31499.35,1049.54,0.00,0.00,31499.35,1049.54
SOUTH,2,16,42678.51,2076.15,316.52,418.62,74205.12,2494.77
SOUTH,2,15,29814.69,985.51,0.00,0.00,29814.69,985.51
MIDWEST,2,14,60283.76,1938.52,0.00,0.00,60283.76,1938.52
NE,1,12,25592.77,1577.63,0.00,0.00,65508.97,2185.77
NE,1,9,25142.94,1198.86,282.40,565.17,54355.30,1764.03
NE,4,16,50486.71,1956.80,1951.33,1829.42,251813.35,3786.22
WEST,3,16,68092.20,3161.39,226.50,368.55,91417.91,3529.94
WEST,2,7,14965.66,1154.04,143.44,199.78,29460.64,1353.82
MIDWEST,1,11,17534.28,740.98,137.52,123.03,31596.54,864.01
NE,4,16,29006.57,1797.26,648.21,913.15,95543.05,2710.41
SOUTH,1,15,7095.06,265.15,0.00,0.00,34566.84,808.46
SOUTH,1,12,26642.54,958.33,241.77,360.66,51202.65,1318.99
MIDWEST,1,12,20987.82,868.81,1217.41,735.68,144237.48,1604.49
SOUTH,4,13,51998.92,1678.25,0.00,0.00,51998.92,1678.25
NE,2,14,33250.00,1711.61,0.00,0.00,33250.00,1711.61
MIDWEST,4,14,25028.35,1238.45,944.44,627.44,121346.60,1865.89
MIDWEST,7,14,101891.01,3075.85,0.00,0.00,128117.53,3431.69
WEST,2,6,24722.45,1345.96,199.23,266.42,44583.35,1612.38
SOUTH,2,12,38560.33,1472.02,0.00,0.00,67611.41,2046.57
NE,2,11,12016.51,460.40,563.74,608.28,70582.35,1068.68
SOUTH,2,13,43003.03,1519.49,307.67,399.91,74178.32,1919.40
SOUTH,5,9,34485.71,1135.74,1092.13,743.76,142026.54,1879.50
SOUTH,3,8,78504.62,2690.53,0.00,0.00,78504.62,2690.53
WEST,4,9,28818.15,991.03,544.34,351.29,77418.70,1342.32
NE,2,13,40936.08,1873.24,0.00,0.00,102062.64,3785.93
MIDWEST,1,7,22432.32,642.38,0.00,0.00,22432.32,642.38
SOUTH,3,16,62834.86,2043.19,60.58,221.76,69014.65,2264.95
MIDWEST,2,14,22460.26,876.76,971.50,771.25,121902.43,1648.01
SOUTH,4,16,51969.81,1813.13,677.43,759.24,119682.90,2572.37
WEST,2,16,62507.98,1896.90,2001.88,1078.07,248230.25,2974.97
NE,3,13,12578.98,721.19,975.98,1482.67,112866.95,2203.86
WEST,1,15,39682.55,1154.94,734.66,445.42,107552.48,1600.36
SOUTH,1,12,46322.64,1588.40,0.00,0.00,46322.64,1588.40
WEST,2,12,20861.02,1301.89,768.90,881.72,96328.91,2183.61
SOUTH,5,4,39365.13,1303.38,100.46,259.53,49110.77,1562.91
SOUTH,5,15,33463.01,1078.53,0.00,0.00,33463.01,1078.53
NE,1,5,12308.54,838.82,0.00,0.00,12308.54,838.82
WEST,1,8,12209.07,391.13,0.00,0.00,52761.36,1193.79
MIDWEST,2,12,16015.23,764.29,612.58,474.40,78184.24,1238.69
MIDWEST,5,16,34561.11,1156.27,786.97,491.43,116380.25,1647.70
WEST,1,12,10422.78,299.81,152.60,91.52,23866.26,391.33
WEST,4,9,50282.93,1542.77,0.00,0.00,50282.93,1542.77
WEST,2,11,20176.84,897.36,0.00,0.00,20176.84,897.36
SOUTH,2,11,55676.50,2019.34,0.00,0.00,55676.50,2019.34
SOUTH,1,9,21167.88,827.79,107.07,181.07,31843.35,1008.86
WEST,2,14,49386.07,768.52,220.01,332.01,70677.63,1100.53
NE,2,14,24114.01,841.80,446.90,716.48,69591.23,1558.28
SOUTH,2,10,48104.14,1452.08,838.82,1078.89,132789.82,2530.97
WEST,3,14,20253.99,589.02,830.43,486.57,93328.51,1075.59
SOUTH,2,12,21844.82,868.64,0.00,0.00,21844.82,868.64
MIDWEST,1,9,28387.68,942.17,0.00,0.00,132719.95,2357.75
NE,1,12,31739.46,1278.29,561.16,603.91,89864.34,1882.20
SOUTH,2,15,85080.56,2689.26,439.90,467.98,130530.02,3157.24
WEST,2,16,10851.64,724.34,751.63,869.08,84370.41,1593.42
NE,2,15,19970.89,1137.73,734.41,1348.97,95734.73,2486.70
MIDWEST,2,14,24214.26,1207.74,955.64,756.86,121327.46,1964.60
WEST,2,7,27139.29,1054.47,0.00,0.00,27139.29,1054.47
SOUTH,2,12,59719.72,1906.42,390.55,488.35,98657.51,2394.77
SOUTH,5,6,60332.56,2311.92,0.96,1.63,60430.32,2313.55
WEST,2,15,29049.89,1875.76,1312.48,1500.54,157869.98,3376.30
SOUTH,4,12,39659.17,1646.44,696.41,691.47,107954.96,2337.91
WEST,2,15,20180.23,1329.37,1371.08,1564.71,153908.42,2894.08
WEST,4,15,25149.41,2099.18,116.90,571.39,36208.41,2670.57
WEST,4,13,42452.45,1834.45,531.95,692.54,94303.71,2526.99
WEST,4,13,36474.83,1327.97,387.55,470.77,74315.75,1798.74
SOUTH,2,14,61681.59,2213.39,0.00,0.00,61681.59,2213.39
WEST,5,11,25851.89,911.88,601.41,519.41,76852.38,1431.29
WEST,2,11,12634.37,996.89,185.31,321.57,31461.75,1318.46
SOUTH,4,10,55303.20,1085.29,0.00,0.00,55303.20,1085.29
MIDWEST,2,15,17411.58,602.16,0.00,0.00,17411.58,602.16
MIDWEST,2,2,21393.64,753.10,0.00,0.00,21393.64,753.10
NE,4,15,39384.43,2654.48,0.00,0.00,70693.66,3562.86
SOUTH,2,11,63785.69,2450.51,0.00,0.00,95610.18,3436.67
WEST,4,13,52976.89,1072.46,593.67,761.75,110730.08,1834.21
NE,3,15,42864.94,1601.23,0.00,0.00,98862.34,2575.84
NE,2,14,51460.49,1891.02,0.00,0.00,96052.35,3555.43
MIDWEST,4,16,67334.93,2356.42,0.00,0.00,95074.59,2732.79
MIDWEST,1,11,5492.99,242.80,329.06,401.96,38858.27,644.76
WEST,3,16,223965.50,4599.11,0.00,0.00,250851.30,5068.72
NE,1,14,17019.51,1021.39,0.00,0.00,157668.67,3594.30
SOUTH,6,4,14479.15,351.92,0.00,0.00,14479.15,351.92
SOUTH,2,13,53497.29,1705.17,0.00,0.00,53497.29,1705.17
WEST,5,9,9883.93,561.72,424.03,434.45,48474.48,996.17
NE,2,16,30153.83,1638.06,48.84,41.46,39181.52,1754.66
MIDWEST,3,12,16762.16,585.15,858.59,809.39,106402.57,1394.54
SOUTH,3,14,49641.04,1464.39,0.00,0.00,49641.04,1464.39
SOUTH,5,11,112700.43,2499.51,0.00,0.00,112700.43,2499.51
NE,4,16,21043.70,1376.82,705.20,1110.83,93787.27,2487.65
SOUTH,1,11,40322.34,1311.15,0.00,0.00,40322.34,1311.15
SOUTH,2,14,83249.18,2908.57,0.00,0.00,125818.09,3951.06
SOUTH,1,9,26252.50,878.66,224.54,372.60,49221.68,1251.26
SOUTH,2,1,19798.89,671.21,2.53,5.78,20057.31,676.99
MIDWEST,2,16,30861.28,1155.49,505.51,343.11,83130.69,1498.60
NE,5,15,33409.93,1803.47,620.06,890.31,97013.81,2693.78
SOUTH,2,1,20527.77,820.83,630.14,1361.44,83065.65,2182.27
WEST,1,8,5475.28,448.26,47.89,86.16,10366.47,534.42
WEST,2,14,27382.79,907.77,671.37,510.99,86580.48,1418.76
NE,3,16,33538.17,2314.00,0.00,0.00,110197.83,3636.19
NE,2,16,15627.98,847.50,505.46,494.87,67989.88,1342.37
NE,2,15,29654.49,1906.98,2247.93,2575.09,258215.01,4482.07
MIDWEST,1,5,19264.04,524.77,4.54,2.32,19735.40,527.09
SOUTH,7,16,111123.72,4097.54,0.00,0.00,111123.72,4097.54
WEST,4,16,25152.14,2118.64,0.00,0.00,25152.14,2118.64
NE,2,14,58562.97,3020.02,1063.41,919.26,168749.81,3939.28
WEST,1,4,12168.23,624.39,1127.85,995.32,113422.95,1619.71
WEST,7,12,15983.07,833.47,243.53,292.83,40863.15,1126.30
SOUTH,1,10,19821.15,691.27,0.00,0.00,19821.15,691.27
SOUTH,2,14,43510.63,1652.50,0.00,0.00,65299.08,2172.78
WEST,4,15,28569.86,2380.05,0.00,0.00,28569.86,2380.05
NE,2,13,32243.78,1926.46,0.00,0.00,151507.57,4297.60
WEST,3,16,26720.63,1486.27,359.37,491.83,62803.49,1978.10
WEST,4,15,45092.28,476.23,119.59,258.20,56773.95,734.43
SOUTH,5,15,44555.99,1579.51,640.22,723.04,108514.83,2302.55
SOUTH,1,14,17071.47,709.32,203.06,460.29,37210.04,1169.61
SOUTH,5,15,60585.01,2025.49,651.03,567.87,126947.21,2593.36
